"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,138749,CME ,00,138 ,   22518,    1724,   19357,       0,   13810,     374,     400,    3244,    1230,       0,       0,       0,       0,   19178,   21361,    3340,    1157,   -4693,   -5695,    1686,   -4586,    4708,      18,       0,    1045,   -1662,    -114,       0,       0,       0,   -4642,   -4658,     -51,     -35,  100.0,    7.7,   86.0,    0.0,   61.3,    1.7,    1.8,   14.4,    5.5,    0.0,    0.0,    0.0,    0.0,   85.2,   94.9,   14.8,    5.1,     34,.,      8,      0,     15,.,.,      5,.,      0,      0,      0,      0,     22,     13,    45.6,    63.6,    62.1,    86.0,    45.6,    63.6,    61.2,    86.0,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,138749,CME ,00,138 ,   27211,    7419,   17671,    4586,    9102,     356,     400,    2199,    2892,     114,       0,       0,       0,   23820,   26019,    3391,    1192,    5540,      76,    1199,    4586,     649,      23,       0,     414,    -652,     114,       0,       0,       0,    5839,    5270,    -299,     270,  100.0,   27.3,   64.9,   16.9,   33.4,    1.3,    1.5,    8.1,   10.6,    0.4,    0.0,    0.0,    0.0,   87.5,   95.6,   12.5,    4.4,     38,      4,     10,      6,     12,.,.,      5,      6,.,      0,      0,      0,     27,     20,    46.3,    53.6,    61.4,    74.9,    42.4,    44.8,    53.6,    62.0,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,138749,CME ,00,138 ,   21671,    7343,   16472,       0,    8453,     333,     400,    1785,    3544,       0,       0,       0,       0,   17981,   20749,    3690,     922,     640,     213,     132,       0,   -1064,    -173,     399,     715,     399,       0,       0,       0,       0,     263,     757,     377,    -117,  100.0,   33.9,   76.0,    0.0,   39.0,    1.5,    1.8,    8.2,   16.4,    0.0,    0.0,    0.0,    0.0,   83.0,   95.7,   17.0,    4.3,     31,.,      9,      0,     10,.,.,.,      5,      0,      0,      0,      0,     16,     16,    53.1,    56.6,    67.8,    79.5,    53.1,    56.6,    67.1,    79.5,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,138749,CME ,00,138 ,   21031,    7130,   16340,       0,    9517,     506,       1,    1070,    3145,       0,       0,       0,       0,   17718,   19992,    3313,    1039,    -892,      10,   -1087,       0,   -1059,     196,       0,     263,      82,       0,       0,       0,       0,    -786,    -809,    -106,     -83,  100.0,   33.9,   77.7,    0.0,   45.3,    2.4,    0.0,    5.1,   15.0,    0.0,    0.0,    0.0,    0.0,   84.2,   95.1,   15.8,    4.9,     30,.,      9,      0,     10,.,.,.,      4,      0,      0,      0,      0,     15,     16,    53.7,    59.5,    68.9,    81.3,    53.7,    59.5,    68.9,    81.3,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,138749,CME ,00,138 ,   21923,    7120,   17427,       0,   10576,     310,       1,     807,    3063,       0,       0,       0,       0,   18504,   20801,    3419,    1122,     503,   -1421,     878,       0,    1210,     -15,       1,       0,    -169,       0,       0,       0,       0,    -210,     695,     713,    -192,  100.0,   32.5,   79.5,    0.0,   48.2,    1.4,    0.0,    3.7,   14.0,    0.0,    0.0,    0.0,    0.0,   84.4,   94.9,   15.6,    5.1,     29,.,      9,      0,     11,.,.,.,      4,      0,      0,      0,      0,     15,     15,    51.5,    60.7,    67.2,    82.9,    51.5,    60.7,    67.2,    82.9,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,138749,CME ,00,138 ,   21420,    8541,   16549,       0,    9366,     325,       0,     807,    3232,       0,       0,       0,       0,   18714,   20106,    2706,    1314,    1411,    1090,    1233,       0,     407,   -1836,       0,       0,    2186,       0,       0,       0,       0,    1497,    1583,     -86,    -172,  100.0,   39.9,   77.3,    0.0,   43.7,    1.5,    0.0,    3.8,   15.1,    0.0,    0.0,    0.0,    0.0,   87.4,   93.9,   12.6,    6.1,     29,      4,      9,      0,      9,.,      0,.,      5,      0,      0,      0,      0,     14,     15,    54.2,    59.7,    71.7,    82.4,    54.2,    59.7,    71.7,    82.4,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,138749,CME ,00,138 ,   20009,    7451,   15316,       0,    8959,    2161,       0,     807,    1046,       0,       0,       0,       0,   17217,   18523,    2792,    1486,     -35,      70,     986,       0,    1326,   -1158,       0,   -1404,      91,       0,       0,       0,       0,      -8,     -81,     -27,      46,  100.0,   37.2,   76.5,    0.0,   44.8,   10.8,    0.0,    4.0,    5.2,    0.0,    0.0,    0.0,    0.0,   86.0,   92.6,   14.0,    7.4,     26,      4,      8,      0,      8,.,      0,.,.,      0,      0,      0,      0,     13,     13,    55.2,    62.4,    71.7,    84.2,    55.2,    62.4,    71.7,    84.2,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,138749,CME ,00,138 ,   20044,    7381,   14330,       0,    7633,    3319,       0,    2211,     955,       0,       0,       0,       0,   17225,   18604,    2819,    1440,     184,     206,   -1795,       0,    -102,    1942,       0,       0,    -174,       0,       0,       0,       0,     104,     -27,      80,     211,  100.0,   36.8,   71.5,    0.0,   38.1,   16.6,    0.0,   11.0,    4.8,    0.0,    0.0,    0.0,    0.0,   85.9,   92.8,   14.1,    7.2,     28,      4,      8,      0,      7,      4,      0,.,.,      0,      0,      0,      0,     13,     15,    56.6,    56.9,    74.2,    79.6,    56.6,    56.9,    74.2,    79.6,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,138749,CME ,00,138 ,   19860,    7175,   16125,       0,    7735,    1377,       0,    2211,    1129,       0,       0,       0,       0,   17121,   18631,    2739,    1229,     -36,    -181,     143,       0,     -77,    -280,       0,       0,     311,       0,       0,       0,       0,    -258,     174,     222,    -210,  100.0,   36.1,   81.2,    0.0,   38.9,    6.9,    0.0,   11.1,    5.7,    0.0,    0.0,    0.0,    0.0,   86.2,   93.8,   13.8,    6.2,     29,      4,      9,      0,      7,.,      0,.,      4,      0,      0,      0,      0,     13,     16,    55.6,    65.2,    74.5,    81.9,    55.6,    65.2,    74.5,    81.9,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,138749,CME ,00,138 ,   19896,    7356,   15982,       0,    7812,    1657,       0,    2211,     818,       0,       0,       0,       0,   17379,   18457,    2517,    1439,    1021,     129,    2536,       0,     662,   -1603,       0,    -264,      12,       0,       0,       0,       0,     527,     945,     494,      76,  100.0,   37.0,   80.3,    0.0,   39.3,    8.3,    0.0,   11.1,    4.1,    0.0,    0.0,    0.0,    0.0,   87.3,   92.8,   12.7,    7.2,     27,      4,      8,      0,      7,      4,      0,.,.,      0,      0,      0,      0,     13,     14,    56.4,    65.8,    75.3,    82.1,    56.4,    65.8,    75.3,    82.1,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,138749,CME ,00,138 ,   18875,    7227,   13446,       0,    7150,    3260,       0,    2475,     806,       0,       0,       0,       0,   16852,   17512,    2023,    1363,     734,     630,     348,       0,      43,      97,       0,       5,     312,       0,       0,       0,       0,     678,     757,      56,     -23,  100.0,   38.3,   71.2,    0.0,   37.9,   17.3,    0.0,   13.1,    4.3,    0.0,    0.0,    0.0,    0.0,   89.3,   92.8,   10.7,    7.2,     27,      4,      8,      0,      7,.,      0,.,.,      0,      0,      0,      0,     14,     13,    59.7,    63.9,    77.7,    82.7,    59.7,    63.9,    77.7,    82.7,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,138749,CME ,00,138 ,   18141,    6597,   13098,       0,    7107,    3163,       0,    2470,     494,       0,       0,       0,       0,   16174,   16755,    1967,    1386,   -5428,   -4798,    4275,       0,      85,   -9649,       0,    -221,    -414,       0,       0,       0,       0,   -4934,   -5788,    -494,     360,  100.0,   36.4,   72.2,    0.0,   39.2,   17.4,    0.0,   13.6,    2.7,    0.0,    0.0,    0.0,    0.0,   89.2,   92.4,   10.8,    7.6,     26,      4,      8,      0,      7,.,      0,.,.,      0,      0,      0,      0,     14,     12,    61.4,    65.9,    78.2,    83.8,    61.4,    65.9,    78.2,    83.8,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,13874A,CME ,00,138 , 1987685,  126440,  836027,   44547, 1205350,  195462,  104106,  140585,  546460,   45139,   68168,   50117,     170, 1734505, 1822028,  253180,  165657,   27752,   -1229,    2818,    4837,   14918,    -155,   -6280,   20077,   18462,    -120,   -5559,    2116,     -24,   26620,   21654,    1132,    6098,  100.0,    6.4,   42.1,    2.2,   60.6,    9.8,    5.2,    7.1,   27.5,    2.3,    3.4,    2.5,    0.0,   87.3,   91.7,   12.7,    8.3,    449,     28,     43,     19,    171,     41,     84,     57,     80,     54,     16,     13,.,    334,    275,     9.6,    23.5,    18.3,    35.3,     9.4,    22.8,    18.0,    34.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,13874A,CME ,00,138 , 1959933,  127669,  833209,   39710, 1190432,  195617,  110386,  120508,  527998,   45259,   73727,   48001,     194, 1707885, 1800374,  252048,  159559,   -3384,    4891,   -8198,   -1416,  -18385,    1727,    4517,   -4325,   -9156,    6591,    4997,    3535,      21,   -3109,   -2379,    -275,   -1005,  100.0,    6.5,   42.5,    2.0,   60.7,   10.0,    5.6,    6.1,   26.9,    2.3,    3.8,    2.4,    0.0,   87.1,   91.9,   12.9,    8.1,    453,     29,     41,     17,    172,     44,     87,     56,     83,     54,     17,     10,.,    335,    277,     9.8,    24.4,    17.8,    35.6,     9.5,    23.7,    17.4,    34.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,13874A,CME ,00,138 , 1963317,  122778,  841407,   41126, 1208817,  193890,  105869,  124833,  537154,   38668,   68730,   44466,     173, 1710994, 1802753,  252323,  160564,    4241,  -15006,   10033,   -2894,    7619,   -4165,     826,    1697,   -6338,    7457,   -5470,   10975,    -119,   -5890,   15775,   10131,  -11534,  100.0,    6.3,   42.9,    2.1,   61.6,    9.9,    5.4,    6.4,   27.4,    2.0,    3.5,    2.3,    0.0,   87.1,   91.8,   12.9,    8.2,    455,     28,     43,     19,    173,     43,     86,     56,     88,     51,     15,      8,.,    336,    277,     9.9,    24.1,    17.6,    36.1,     9.6,    23.6,    17.2,    35.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,13874A,CME ,00,138 , 1959076,  137784,  831374,   44020, 1201198,  198055,  105043,  123136,  543492,   31211,   74200,   33491,     292, 1716884, 1786978,  242192,  172098,   29986,   19745,  -95277,    9063,   42004,  -20704,   -2988,  -25140,  150733,   -3471,   -9339,    -582,      93,   29967,   36867,      19,   -6881,  100.0,    7.0,   42.4,    2.2,   61.3,   10.1,    5.4,    6.3,   27.7,    1.6,    3.8,    1.7,    0.0,   87.6,   91.2,   12.4,    8.8,    452,     28,     39,     19,    174,     42,     88,     64,     82,     49,     14,      8,.,    336,    273,     9.8,    24.8,    17.2,    37.7,     9.6,    24.2,    16.7,    36.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,13874A,CME ,00,138 , 1929090,  118039,  926651,   34957, 1159194,  218759,  108031,  148276,  392759,   34682,   83539,   34073,     199, 1686917, 1750111,  242173,  178979,  -18679,  -12868,  -23580,    6257,   19491,   -5226,   -8257,  -15149,   -4078,    4220,  -10796,    1379,     -78,  -17180,  -29363,   -1499,   10684,  100.0,    6.1,   48.0,    1.8,   60.1,   11.3,    5.6,    7.7,   20.4,    1.8,    4.3,    1.8,    0.0,   87.4,   90.7,   12.6,    9.3,    450,     28,     38,     19,    164,     55,     89,     69,     73,     50,     16,      7,.,    336,    274,    10.0,    28.2,    18.2,    40.8,     9.8,    27.9,    17.7,    40.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,13874A,CME ,00,138 , 1947769,  130907,  950231,   28700, 1139703,  223985,  116288,  163425,  396837,   30462,   94335,   32694,     277, 1704097, 1779474,  243672,  168295,   68346,    8969,  159321,  -16899,   34394,   -2933,    7983,   27631,  -83084,    1434,   10095,   -1050,      64,   73671,   64836,   -5325,    3510,  100.0,    6.7,   48.8,    1.5,   58.5,   11.5,    6.0,    8.4,   20.4,    1.6,    4.8,    1.7,    0.0,   87.5,   91.4,   12.5,    8.6,    441,     28,     40,     20,    165,     52,     88,     64,     70,     52,     16,      5,.,    331,    272,     9.9,    28.1,    17.1,    41.0,     9.5,    28.1,    16.4,    40.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,13874A,CME ,00,138 , 1879423,  121938,  790910,   45599, 1105309,  226918,  108305,  135794,  479921,   29028,   84240,   33744,     213, 1630426, 1714638,  248997,  164785, -451236,  -18408,  -22208, -237107,   18777,   27214,  -69591,  -13937,  -10317, -113455,   15976,   -2006,    -187, -417932, -427657,  -33304,  -23579,  100.0,    6.5,   42.1,    2.4,   58.8,   12.1,    5.8,    7.2,   25.5,    1.5,    4.5,    1.8,    0.0,   86.8,   91.2,   13.2,    8.8,    446,     25,     38,     16,    161,     53,     87,     61,     80,     51,     18,      9,.,    323,    279,    10.3,    25.5,    18.0,    38.0,     9.9,    24.2,    17.0,    36.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,13874A,CME ,00,138 , 2330659,  140346,  813118,  282706, 1086532,  199704,  177896,  149731,  490238,  142483,   68264,   35750,     400, 2048358, 2142295,  282301,  188364,  333939,    1049,   15416,  184091,   -9201,    2823,   77209,   -6566,  -16048,   80482,   -9128,   -9483,   -4655,  313281,  329835,   20658,    4104,  100.0,    6.0,   34.9,   12.1,   46.6,    8.6,    7.6,    6.4,   21.0,    6.1,    2.9,    1.5,    0.0,   87.9,   91.9,   12.1,    8.1,    449,     30,     38,     39,    159,     46,     94,     70,     80,     88,     13,     11,      6,    363,    313,     8.8,    24.1,    16.0,    36.8,     8.0,    20.0,    13.5,    31.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,13874A,CME ,00,138 , 1996720,  139297,  797702,   98615, 1095733,  196881,  100687,  156297,  506286,   62001,   77392,   45233,    5055, 1735077, 1812460,  261643,  184260,  -64013,    5982,  -64843,   -4030,  -89855,   16061,    5376,    -827,  -57178,   13154,   -1209,     890,     942,  -70467,  -89628,    6454,   25615,  100.0,    7.0,   40.0,    4.9,   54.9,    9.9,    5.0,    7.8,   25.4,    3.1,    3.9,    2.3,    0.3,   86.9,   90.8,   13.1,    9.2,    446,     27,     38,     22,    157,     46,     82,     68,     79,     74,     19,     11,      6,    344,    286,     9.8,    25.3,    17.4,    38.5,     9.4,    23.3,    15.9,    36.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,13874A,CME ,00,138 , 2060733,  133315,  862545,  102645, 1185588,  180820,   95311,  157124,  563464,   48847,   78601,   44343,    4113, 1805544, 1902088,  255189,  158645,   43537,   -5087,   45035,   12758,  -11932,   -3556,   12197,   39507,  -29533,    3643,    1126,  -13775,    3058,   55270,   29827,  -11733,   13710,  100.0,    6.5,   41.9,    5.0,   57.5,    8.8,    4.6,    7.6,   27.3,    2.4,    3.8,    2.2,    0.2,   87.6,   92.3,   12.4,    7.7,    449,     26,     40,     22,    170,     40,     84,     73,     68,     64,     20,     10,      5,    351,    273,     9.6,    26.6,    17.6,    40.0,     9.1,    24.1,    16.2,    37.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,13874A,CME ,00,138 , 2017196,  138402,  817510,   89887, 1197520,  184376,   83114,  117617,  592997,   45204,   77475,   58118,    1055, 1750274, 1872261,  266922,  144935,   51106,    6533,   18266,   13316,   37454,    1175,    1558,    -974,   10114,   -1743,    3399,    9902,     382,   59925,   52970,   -8819,   -1864,  100.0,    6.9,   40.5,    4.5,   59.4,    9.1,    4.1,    5.8,   29.4,    2.2,    3.8,    2.9,    0.1,   86.8,   92.8,   13.2,    7.2,    445,     28,     37,     21,    167,     42,     82,     63,     76,     64,     19,     12,      6,    346,    272,     9.7,    26.6,    17.6,    40.1,     9.4,    24.8,    16.7,    38.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,13874A,CME ,00,138 , 1966090,  131869,  799244,   76571, 1160066,  183201,   81556,  118591,  582883,   46947,   74076,   48216,     673, 1690349, 1819291,  275741,  146799,   31132,   -4650,  -14957,    7421,   52008,    -161,    1705,   -5010,   35578,    3887,  -35129,   -2307,     -68,   20164,   31098,   10968,      34,  100.0,    6.7,   40.7,    3.9,   59.0,    9.3,    4.1,    6.0,   29.6,    2.4,    3.8,    2.5,    0.0,   86.0,   92.5,   14.0,    7.5,    431,     30,     33,     22,    166,     39,     78,     61,     73,     57,     16,     12,      5,    332,    261,     9.9,    26.0,    17.5,    39.6,     9.5,    24.8,    16.8,    38.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,13874A,CME ,00,138 , 1934958,  136519,  814201,   69150, 1108058,  183362,   79851,  123601,  547305,   43060,  109205,   50523,     741, 1670185, 1788193,  264773,  146765,    6482,    1255,   15730,   13562,  -10761,   -2231,    2068,   -8945,  -33366,    9653,     857,   -1368,      -8,    7681,    4040,   -1199,    2442,  100.0,    7.1,   42.1,    3.6,   57.3,    9.5,    4.1,    6.4,   28.3,    2.2,    5.6,    2.6,    0.0,   86.3,   92.4,   13.7,    7.6,    431,     26,     37,     23,    168,     36,     77,     64,     70,     60,     18,     11,      4,    338,    257,    10.0,    27.8,    17.4,    41.4,     9.7,    26.8,    16.6,    40.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,13874A,CME ,00,138 , 1928476,  135264,  798471,   55588, 1118819,  185593,   77783,  132546,  580671,   33407,  108348,   51891,     749, 1662504, 1784153,  265972,  144323,   31015,    5800,     848,    3717,   15525,   -6073,   -2106,   21000,   42123,   -5507,    -591,   -1432,    -118,   37720,   31452,   -6705,    -437,  100.0,    7.0,   41.4,    2.9,   58.0,    9.6,    4.0,    6.9,   30.1,    1.7,    5.6,    2.7,    0.0,   86.2,   92.5,   13.8,    7.5,    429,     24,     40,     18,    168,     33,     76,     61,     72,     53,     18,     12,      4,    331,    249,    10.1,    28.2,    17.4,    41.6,     9.7,    26.7,    16.6,    40.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,13874A,CME ,00,138 , 1897461,  129464,  797623,   51871, 1103294,  191666,   79889,  111546,  538548,   38914,  108939,   53323,     867, 1624784, 1752701,  272677,  144760,  -29449,     956,    5718,    -997,    3451,  -15783,   -6842,   -4980,    7937,  -15292,   -8688,   -2915,     -78,  -32470,  -28252,    3021,   -1197,  100.0,    6.8,   42.0,    2.7,   58.1,   10.1,    4.2,    5.9,   28.4,    2.1,    5.7,    2.8,    0.0,   85.6,   92.4,   14.4,    7.6,    435,     25,     39,     19,    168,     35,     78,     67,     69,     51,     20,     11,      4,    336,    251,    10.5,    28.0,    17.8,    41.1,    10.0,    26.6,    17.1,    39.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,13874A,CME ,00,138 , 1926910,  128508,  791905,   52868, 1099843,  207449,   86731,  116526,  530611,   54206,  117627,   56238,     945, 1657254, 1780953,  269656,  145957,   17559,   -4519,  -14833,   29244,  -38401,     505,    8358,    7367,  -24528,    9243,    4715,   -6910,     -25,   15982,    1054,    1577,   16505,  100.0,    6.7,   41.1,    2.7,   57.1,   10.8,    4.5,    6.0,   27.5,    2.8,    6.1,    2.9,    0.0,   86.0,   92.4,   14.0,    7.6,    437,     24,     38,     21,    166,     42,     82,     64,     71,     53,     19,     12,.,    333,    263,    10.1,    27.0,    17.7,    38.9,     9.8,    25.6,    17.1,    37.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,13874A,CME ,00,138 , 1909351,  133027,  806738,   23624, 1138244,  206944,   78373,  109159,  555139,   44963,  112912,   63148,     970, 1641272, 1779899,  268079,  129452,  -36162,  -11913,  -44134,    6535,  -36520,   -6481,   -6179,  -19566,   10510,   -2888,   31449,    5716,     114,  -38968,  -36807,    2806,     645,  100.0,    7.0,   42.3,    1.2,   59.6,   10.8,    4.1,    5.7,   29.1,    2.4,    5.9,    3.3,    0.1,   86.0,   93.2,   14.0,    6.8,    450,     23,     41,     19,    173,     41,     78,     62,     76,     53,     18,     15,      4,    336,    268,    10.2,    27.4,    17.4,    38.6,     9.6,    27.4,    16.7,    38.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,13874A,CME ,00,138 , 1945513,  144940,  850872,   17089, 1174764,  213425,   84552,  128725,  544629,   47851,   81463,   57432,     856, 1680240, 1816706,  265273,  128807,    9018,   16393,    3045,    2698,    6928,  -12443,   -3194,  -14711,   34352,    3473,   -3446,   -7649,     -14,    8127,   20268,     891,  -11250,  100.0,    7.4,   43.7,    0.9,   60.4,   11.0,    4.3,    6.6,   28.0,    2.5,    4.2,    3.0,    0.0,   86.4,   93.4,   13.6,    6.6,    442,     22,     39,     20,    177,     40,     78,     66,     68,     48,     16,     13,.,    332,    259,    10.1,    28.6,    17.8,    39.9,     9.5,    28.6,    17.1,    39.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,13874C,CME ,00,138 ,   69486,   53262,   62306,       0,   12597,    1444,       0,    1982,    4692,       0,       0,       0,       0,   67841,   68442,    1645,    1044,     160,    -113,    -220,       0,    -119,     233,       0,      67,     123,       0,       0,       0,       0,    -165,     136,     325,      24,  100.0,   76.7,   89.7,    0.0,   18.1,    2.1,    0.0,    2.9,    6.8,    0.0,    0.0,    0.0,    0.0,   97.6,   98.5,    2.4,    1.5,     34,     10,     11,      0,      5,.,      0,.,.,      0,      0,      0,      0,     17,     17,    65.9,    72.5,    88.5,    92.7,    65.9,    72.5,    88.5,    92.7,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
